"credit_id","actual","feature","class","shap_value"
172029,"Clean Paid Off","loan_amount","Sold",0.004125
172029,"Clean Paid Off","loan_amount","Other Terminal / Special Closure",0
187440,"Clean Paid Off","w60d_late_fee_paid","Clean Paid Off",0
187440,"Clean Paid Off","w60d_late_fee_paid","Paid Off After Delinquency",0
187440,"Clean Paid Off","w60d_late_fee_paid","Written Off",0
187440,"Clean Paid Off","w60d_late_fee_paid","Sold",0
187440,"Clean Paid Off","w60d_late_fee_paid","Other Terminal / Special Closure",0
187440,"Clean Paid Off","w60d_days_to_first_payment","Clean Paid Off",0.02
187440,"Clean Paid Off","w60d_days_to_first_payment","Paid Off After Delinquency",-0.0197916666666667
187440,"Clean Paid Off","w60d_days_to_first_payment","Written Off",-4.16666666666667e-05
187440,"Clean Paid Off","w60d_days_to_first_payment","Sold",-0.000166666666666667
187440,"Clean Paid Off","w60d_days_to_first_payment","Other Terminal / Special Closure",0
187440,"Clean Paid Off","customer_category_id","Clean Paid Off",0
187440,"Clean Paid Off","customer_category_id","Paid Off After Delinquency",0
187440,"Clean Paid Off","customer_category_id","Written Off",0
187440,"Clean Paid Off","customer_category_id","Sold",0
187440,"Clean Paid Off","customer_category_id","Other Terminal / Special Closure",0
187440,"Clean Paid Off","w60d_principal_recovery_rate","Clean Paid Off",0.072
187440,"Clean Paid Off","w60d_principal_recovery_rate","Paid Off After Delinquency",-0.0694166666666667
187440,"Clean Paid Off","w60d_principal_recovery_rate","Written Off",0
187440,"Clean Paid Off","w60d_principal_recovery_rate","Sold",-0.00258333333333334
187440,"Clean Paid Off","w60d_principal_recovery_rate","Other Terminal / Special Closure",0
187440,"Clean Paid Off","w60d_days_since_last_payment","Clean Paid Off",-0.0201666666666667
187440,"Clean Paid Off","w60d_days_since_last_payment","Paid Off After Delinquency",0.0184166666666667
187440,"Clean Paid Off","w60d_days_since_last_payment","Written Off",0
187440,"Clean Paid Off","w60d_days_since_last_payment","Sold",0.00175
187440,"Clean Paid Off","w60d_days_since_last_payment","Other Terminal / Special Closure",0
187440,"Clean Paid Off","w60d_payment_gap","Clean Paid Off",0.000166666666666679
187440,"Clean Paid Off","w60d_payment_gap","Paid Off After Delinquency",0.0075
187440,"Clean Paid Off","w60d_payment_gap","Written Off",-0.00404166666666667
187440,"Clean Paid Off","w60d_payment_gap","Sold",-0.003625
187440,"Clean Paid Off","w60d_payment_gap","Other Terminal / Special Closure",0
187440,"Clean Paid Off","w60d_payment_count","Clean Paid Off",0
187440,"Clean Paid Off","w60d_payment_count","Paid Off After Delinquency",0
187440,"Clean Paid Off","w60d_payment_count","Written Off",0
187440,"Clean Paid Off","w60d_payment_count","Sold",0
187440,"Clean Paid Off","w60d_payment_count","Other Terminal / Special Closure",0
187440,"Clean Paid Off","w60d_principal_paid","Clean Paid Off",0.0348333333333333
187440,"Clean Paid Off","w60d_principal_paid","Paid Off After Delinquency",-0.0327916666666667
187440,"Clean Paid Off","w60d_principal_paid","Written Off",-0.00129166666666667
187440,"Clean Paid Off","w60d_principal_paid","Sold",-8.33333333333335e-05
187440,"Clean Paid Off","w60d_principal_paid","Other Terminal / Special Closure",-0.000666666666666667
187440,"Clean Paid Off","w60d_payment_total","Clean Paid Off",0.0338333333333333
187440,"Clean Paid Off","w60d_payment_total","Paid Off After Delinquency",-0.034125
187440,"Clean Paid Off","w60d_payment_total","Written Off",0.00125
187440,"Clean Paid Off","w60d_payment_total","Sold",-0.002625
187440,"Clean Paid Off","w60d_payment_total","Other Terminal / Special Closure",0.00166666666666667
187440,"Clean Paid Off","w60d_admin_fee_paid","Clean Paid Off",0.004375
187440,"Clean Paid Off","w60d_admin_fee_paid","Paid Off After Delinquency",-0.00616666666666667
187440,"Clean Paid Off","w60d_admin_fee_paid","Written Off",0
187440,"Clean Paid Off","w60d_admin_fee_paid","Sold",0.00179166666666667
187440,"Clean Paid Off","w60d_admin_fee_paid","Other Terminal / Special Closure",0
187440,"Clean Paid Off","w60d_interest_paid","Clean Paid Off",0.00620833333333334
187440,"Clean Paid Off","w60d_interest_paid","Paid Off After Delinquency",-0.00483333333333334
187440,"Clean Paid Off","w60d_interest_paid","Written Off",0
187440,"Clean Paid Off","w60d_interest_paid","Sold",-0.000375
187440,"Clean Paid Off","w60d_interest_paid","Other Terminal / Special Closure",-0.001
187440,"Clean Paid Off","w60d_total_paid_to_due_ratio","Clean Paid Off",0
187440,"Clean Paid Off","w60d_total_paid_to_due_ratio","Paid Off After Delinquency",0
187440,"Clean Paid Off","w60d_total_paid_to_due_ratio","Written Off",0
187440,"Clean Paid Off","w60d_total_paid_to_due_ratio","Sold",0
187440,"Clean Paid Off","w60d_total_paid_to_due_ratio","Other Terminal / Special Closure",0
187440,"Clean Paid Off","loan_administrative_fee","Clean Paid Off",0.00733333333333334
187440,"Clean Paid Off","loan_administrative_fee","Paid Off After Delinquency",-0.00733333333333333
187440,"Clean Paid Off","loan_administrative_fee","Written Off",0
187440,"Clean Paid Off","loan_administrative_fee","Sold",0
187440,"Clean Paid Off","loan_administrative_fee","Other Terminal / Special Closure",0
187440,"Clean Paid Off","contract_charge_rate","Clean Paid Off",-0.0266666666666667
187440,"Clean Paid Off","contract_charge_rate","Paid Off After Delinquency",0.0229166666666667
187440,"Clean Paid Off","contract_charge_rate","Written Off",-1.44560289664734e-20
187440,"Clean Paid Off","contract_charge_rate","Sold",0.00375
187440,"Clean Paid Off","contract_charge_rate","Other Terminal / Special Closure",0
187440,"Clean Paid Off","loan_charge","Clean Paid Off",-0.00245833333333333
187440,"Clean Paid Off","loan_charge","Paid Off After Delinquency",0.00133333333333333
187440,"Clean Paid Off","loan_charge","Written Off",0.00125
187440,"Clean Paid Off","loan_charge","Sold",-0.000125
